Name,Title,Rating,Comment
Rimjhil K,"







  
  
    Get it. But also get a fast charger.
  
",5.0 out of 5 stars,"









  
  
    
  Well it's an iPhone and I am not a tech reviewer. For that checkout MKBHD. The phone charges pathetically slow... I might have to pick up a quick charger separately.

  
"
🍓Vj🍓,"







  
  
    🍓💞🍓
  
",5.0 out of 5 stars,"









  
  
    
  best color among iphone11s🍓🍓🍓

  
"
Adit Agrawal,"







  
  
    Loved it
  
",5.0 out of 5 stars,"









  
  
    
   The phone delivered to me was in perfect mint condition and no problem with the delivery or service. Authentic product at affordable price ❤

  
"
Varun Aggarwal,"







  
  
    Defective Screen
  
",1.0 out of 5 stars,"









  
  
    
  Just opened up the brand new iPhone, after insertion is SIM card Got the call, whereupon got shocked to see that the screen is damaged from left side and there are grey/white spots as are visible on the screenshot taken by me. Customer care says we are helpless in exchanging the same since the Window of 7days has expired. It’s cheating, fraud and really unimaginable from the AMAZON.

  
"
Nikhil,"







  
  
    This phone’s a beast
  
",5.0 out of 5 stars,"









  
  
    
  This is by far the best iphone at this price point . Powerful processor , superior cameras, big battery and good looks make it a complete package .Got it for 47000 on amazon sale and got it through one day delivery .If someone is confused between buying xs or 11 i would recommend 11 for its superior features ,  if we leave the oled display this is the iphone to go for .

  
"
Pritam Das,"







  
  
    New iphone user
  
",4.0 out of 5 stars,"









  
  
    
  I am very new to apple environment. If you are swithcing from android to apple then user will love all the features.Camera is upto my expectation.Battery life is okiesh.But the charger which is part of accessories is not of good quality. Very disappointed with the charger

  
"
Paras sharma,"







  
  
    good product but having really minor bugs.
  
",5.0 out of 5 stars,"









  
  
    
  I love the service but just scared a bit, the phone is have some issues and couldn’t figure out that is it the phone or the app that caused the minor issue.Taking too long to charge that is one negative point. But battery back up is really great.Sometimes observer connection issue with Boss sound sport and never had those issue when used with I phone 7.

  
"
Neelesh Bihone,"







  
  
    Wifi problem in iphone 11
  
",4.0 out of 5 stars,"









  
  
    
  All the things are good in iphone 11 but there is some problem in wifi connection , when am trying to connect my iphone 11 to any hotspot and then if I will lock my screen so it automatically disconnect, and when I was talk with Apple service care and  they said that plz update your software after that problem will solve ,but I have already updated my iphone 11 , but problem not solve .

  
"
abdul qadir,"







  
  
    unche dukan feeke pakwan type mobile
  
",4.0 out of 5 stars,"









  
  
    
  product is nice but in case of money u have to get super amoled screen and bluetooth earphone and 5w charger is disgusting shame on u apple

  
"
Neeraj Kashyap,"







  
  
    iPhone 11 review
  
",5.0 out of 5 stars,"









  
  
    
  As we all know about Apple one of the finest phone I used.There is no hanging you will face ever in iPhone's.Awesome Camera quality,Decent look,Apple branding backside which looks classy.Support fast charging,Good battery, you can click awesome low light pictures.Overall awesome product must buy

  
"
Amazon Customer,"







  
  
    Got it in a very good deal
  
",5.0 out of 5 stars,"









  
  
    
  after watching so many bad reviews i was worried about the mobile it is fake or real?so many videos out on youtube also...but to be frank i received a very good and quality product its original not fake..i checked my i phone on apple site also by puttiing my serial number of mobile its verified by apple...received with charger ,cable and wired headphones...Very happy to buy this ..Thanx Amazon.

  
"
Sai charan,"







  
  
    Iphone 11 in Amazon sale
  
",3.0 out of 5 stars,"









  
  
    
  Its a crazy mobile if i say, loved a lot. Its been 3 days that i recieved the product there is hanging issues on the 1st day itself and frequently, and network drop and mic issues..I was using previous model of iphone before this, never faced a signal drop even in the very inside of home.. I requested for replacement today. Hope the next the one won’t have any issues.

  
"
Sachin Mishra,"







  
  
    Amazingly Good
  
",5.0 out of 5 stars,"









  
  
    
  Everything was perfectly amazing from the delivery of the product in a secure package to the fast delivery and proper packaging.About the product it doesn’t seems right to comment on that as it’s an iPhone and you all might be aware of that. But I would like to assure you just one thing that the product is genuine.

  
"
Snxdoc,"







  
  
    Best of Apple, but no amoled
  
",5.0 out of 5 stars,"









  
  
    
  Excluding the negetives( no Amoled , no 1080p display and thick border) is the best phone in price point.Awesome speedAwesome cameraAwesome fluidic gesturesAwesome battery  backupSplendid facial recognitionGo for it. You Will not regret a bit

  
"
Amazon Customer,"







  
  
    Good
  
",2.0 out of 5 stars,"









  
  
    
  The product I received is good with all mentioned accessories. Camera is nice ad battery life also good

  
"
Amazon user,"







  
  
    Amazinggggggg.....❤️❤️❤️
  
",5.0 out of 5 stars,"









  
  
    
  When i was ordering this phone on amazon...i was a bit scared to order after i saw many bad reviews about getting a wrong delivery...some got dummy phone...some said that used phone was sent to them.....but when I got this phone ....it was the right product and....with no faults in delivery....delivery was done very safely....and securely......thank you Amazon....keep doing good things...

  
"
Govindaraj Chettiar,"







  
  
    Excellent purchase
  
",5.0 out of 5 stars,"









  
  
    
  Upgraded from 8+ and just loving it. The phone is pretty sleek and purple color looks excellent. The battery performance is very good. In terms of over performance.. well it’s iPhone so performance was never the issue even with previous versions as well.

  
"
Shopper Singh,"







  
  
    I got them nice and original
  
",5.0 out of 5 stars,"









  
  
    
  Ordered 2 iPhone 11s. Was really scared because of all the negative reviews but took a leap of faith. Thankfully both my iPhones were original and seem to be okay. Really happy. I ordered one from Appario Retail and other from Darshita. One red, another purple. Happy with both.

  
"
Anonymous ,"







  
  
    Best phone ever!
  
",5.0 out of 5 stars,"









  
  
    
  It’s an amazing phone. Indeed the Best Buy ever you can expect.Considering an android user, you will be much more happy being an iOS user 😃

  
"
JD,"







  
  
    Excellent phone
  
",5.0 out of 5 stars,"









  
  
    
  After reading all the negative feedbacks on Appario retail and that too after placing the orders, I was very scared of receving defective or used iphone but after getting both the phones I can say both the phones are new and fantastic. I am really happy & satisfied with the phones.

  
"
himanshu jha,"







  
  
    Too much heating
  
",1.0 out of 5 stars,"









  
  
    
  Too much heating on normal operations. Too bad Quality...it's a zero review note it down.

  
"
Tamil,"







  
  
    Dont buy apple from amazon, duplicate products
  
",1.0 out of 5 stars,"









  
  
    
  Mobile is getting heated in 5 mins of usage...I asked for replacement to amazon they ate telling to go to service center...they told that it is normal heat

  
"
Dilipkumar,"







  
  
    Got defective mobile on Amazon sale
  
",1.0 out of 5 stars,"









  
  
    
  Display issue :Having yellow tilt on screen .I have compared with another iPhone 11 and found the difference.My iPhone XR has better display.Note: Don’t buy iPhones on Amazon.

  
"
9028299947,"







  
  
    APPARIO sells me a defective iPhone 11
  
",1.0 out of 5 stars,"









  
  
    
  Same issue as a lot of others my phone switched off on its own and now unabke to force start or switch on.  Amazon as usual said we will Refund not replace, Appario it seems is always the one swlling auch defectove peices the whole day i waste running around to get it to start work . Lost my data with no backup,  sad to know such pathetic state of these damn expensive phones.

  
"
Shivang J.,"







  
  
    Absolute beast of a phone, no complaints!
  
",5.0 out of 5 stars,"









  
  
    
  Bought it after the launch of the iPhone 12 in 2020. Still stands shoulder-to-shoulder with all new flagship phones. Great face ID, great screen (you cannot tell the difference between an LCD and an OLED when stuff is this compressed, don't let that be a factor), mind blowing cameras, outstanding battery life. Champ all around.

  
"
shivam,"







  
  
    IMEI num not matching on warranty card
  
",3.0 out of 5 stars,"









  
  
    
  Have not used the phone yet- just opened to check once and noticed that both IMEI numbers on warranty cards are same however it is only matching one of the IMEI numbers given on phone and its box. Not sure if thats fine?Will update review after using it sometime

  
"
Amazon Customer,"







  
  
    Original phone...before time delivery...will tel after one month how things are
  
",5.0 out of 5 stars,"









  
  
    
  Received my phone 2 days before delivery...i was worried after reading some reviews..but original phone ,everything as mentioned in the box....will tell after month how things are .hope for the best

  
"
kankana,"







  
  
    Best in class!!! Beast!!!
  
",5.0 out of 5 stars,"









  
  
    
  The best in class. There is a feel good factor about this phone. Almost perfect for a regular guy. Battery life first class though need to follow some battery saving tips. Camera one of the best awesome clarity and i am in love with studio light pictures. Nice clean os with now having some new gestures.face recognition almost worked 95% for me.loved it. If anyone has any doubts or need any clarity comment here i will be happy to help.

  
"
GSR2004,"







  
  
    Amazing Product, Quick Delivery
  
",5.0 out of 5 stars,"









  
  
    
  Loved the Product, Got a 64GB version during the ongoing Sale, which is quite decent if you are not a heavy user, performance is quite good with A13 Chipset, Camera quality is fabulous as you get the same Camera with Night Mode & Ultra Wide the like of Iphone 11 Pro's

  
"
Arshan uddin khan,"







  
  
    BEST PHONE BETTER THEN iphn 12
  
",4.0 out of 5 stars,"









  
  
    
  very premium colour (white)i got this in 46800 in sale  which is better then iphone 12picture in picture feature not working it need updatesoverall phone is awesome

  
"
Bhavika Goel,"







  
  
    Worst decision of taking iphone from Amazon
  
",1.0 out of 5 stars,"









  
  
    
  I bought i phone XR and 11 from amazon... I am highly regretting my decision. They are defective in there sound department. All three of them.

  
"
Amazon Customer,"







  
  
    Awesome Product ❤️
  
",5.0 out of 5 stars,"









  
  
    
  Genuine Product Received, was in doubt after reading comments about seller. I bought iPhone 11 128gb in Amazon Great Indian Sale without phone exchange with HDFC card @51500/- Thanks.

  
"
Gaurav d,"







  
  
    Awesome
  
",5.0 out of 5 stars,"









  
  
    
  Purple is cool. And product is original. Checked it on apple site.

  
"
Muhammed Riyaaz,"







  
  
    Good to go, if you don’t care to bare an expensive product
  
",4.0 out of 5 stars,"









  
  
    
  Sometimes a minor fault is coming in settings it may be due to the app we installed or the network but I’m not sure about anything. Rest all are good but expensive.

  
"
ARTHI SRIVATHSAN,"







  
  
    Apple 11
  
",5.0 out of 5 stars,"









  
  
    
  Best product and value for money

  
"
Utsav,"







  
  
    Brand new phone not a refurbished or clone and works extraordinarily  .
  
",5.0 out of 5 stars,"









  
  
    
  Amazon has full-filled my wish, For an iPhone 11 beyond my expectations! I was a bit concerned until my order arrived .  But once it was within hand i felt relaxed . As the product is brand new and also there is nthg to worry abt the damage plus it also has 1 year apple warranty ! . In short i would rate amazon 5/5 for delivery on time and with all safety precautions.

  
"
Ravi Mathur,"







  
  
    defective screen
  
",1.0 out of 5 stars,"









  
  
    
  has permanent manufacturing defect with the display screen

  
"
Ashish Tickoo,"







  
  
    Incredible phone
  
",5.0 out of 5 stars,"









  
  
    
  Pros -Great camera with night modePowerful processorIP68 ratingBatter backupCons-5w chargerNo 3.5 mm jack

  
"
Sindhu,"







  
  
    Great purchase
  
",5.0 out of 5 stars,"









  
  
    
  Its an amazing phone with decent battery life which lasts for 24 hours with continous wifi usage.Excellent camera quality.I purchased a 64gb storage phone but i recommend people to go for a 128gb storage.Dual sim facility comes with - nano sim and e-sim.Thank you amazon for the great discount.Happy purchasing 😎

  
"
Aihtesham,"







  
  
    Good package with some negatives
  
",4.0 out of 5 stars,"









  
  
    
  1.Back cam is good. Front cam performs average in artificial light as well as low light2. Display is average as compared to amoled (cause is used it previously)3. Overall good package if u don’t consume multimedia that much..4. Performance and software optimisation and back camera are the key factors

  
"
Janmejay Singh,"







  
  
    iphone for ever
  
",5.0 out of 5 stars,"









  
  
    
   Finally got it for the valid prise.Camera quality if excellentMain point is privacy, that's best in AppleRest batter could be much better, I guess iphone has to look through and work on power area of Phone.

  
"
Sukhraj’s,"







  
  
    its not working
  
",1.0 out of 5 stars,"









  
  
    
  its not working. i requested to amazon to replace the product on 14th-aug. but till date i not received any response. kindly solve the issue

  
"
SRAVYA CHINTALA,"







  
  
    iPhone is not getting charged.
  
",1.0 out of 5 stars,"









  
  
    
  I was very happy when I received my iphone 11 package and this is my first apple product. After opening i came to know the charger not working. I didn't expect this from amazon and customer care leave it to our fate. Don't buy an expensive product like iphone on amazon particularly during sale. The best thing to do is to buy from an apple store.

  
"
Ajitm,"







  
  
    Great Buy iPhone
  
",4.0 out of 5 stars,"









  
  
    
  Excellent product with great features which are key differentiators compared to others:- Best design and weight- Best camera on low light- Best display and graphics- Best Batery usagesExpensive became affordable, Thanks to iPhone 12 and Amazon offers.

  
"
Jilvasaleem,"







  
  
    Received in good condition. Perfect so far
  
",5.0 out of 5 stars,"









  
  
    
  I was double-minded of buying this from amazon due to some critical reviews from 2019. I placed the order following that all the recent reviews were positive and I wasn't wrong - received the brand new phone in fresh condition. It's been just 30 hours since I opened and I am perfectly happy with this. The white color gives the classic feeling.

  
"
Rakesh  Bhardwaj,"







  
  
    Pathetic experience ...defected product
  
",1.0 out of 5 stars,"









  
  
    
  I bought iPhone 11(128GB) on the same day of delivery when I used it for 10-20 mins only it started heating...Again after some time when I tried the heating issue was there...I am trying to contact for refund but there is no response from Amazon...This is the worst experience ...Never buy expensive products from Amazon....I need my money back.

  
"
Avishek Das,"







  
  
    Items found different inside the box
  
",2.0 out of 5 stars,"









  
  
    
  While ordering this item it has mentioned that the box contain Ear Pods, but actually the box contains Headphone with chords. Eventually the phone doesn't have any headphone port in it. Then what should I do with that wired headphone. This is indeed unexpected from Amazon. Hope to get back an assertive response from Team Amazon.

  
"
Amazon Customer,"







  
  
    Misguiding information.. It's wired earphones
  
",1.0 out of 5 stars,"









  
  
    
  See the earpods..  It's a wired earphones.. Apple and Amazon both together misguiding consumers.. And moreover you will also not get refund from Amazon.. Think twice before purchasing on Amazon.. Better to visit store.. Get physically checked what you going to receive and then purchase.. High value online purchase are really not recommended..

  
"
Surajit,"







  
  
    Indian Iphone unit!
  
",5.0 out of 5 stars,"









  
  
    
  As always iphone is the best, but you have to keep in mind that it's worth 60k , I wouldn't recommend spending any further! Oh And if you want Indian units then you will have to go for either black or white varient! Because I got the green one & it's assembled in Chaina!

  
"
Zuber chhipa,"







  
  
    I want the EarPods and power adapter in the box as amazon told us.
  
",1.0 out of 5 stars,"









  
  
    
  On the diwali occasion apple told that they will give free AirPods and a power adapter but in the box we have got the same same small power adapter and earphones kindly deal with it and we want the airpods and a power adapter.

  
"
Divyansh gupta,"







  
  
    Must Buy
  
",5.0 out of 5 stars,"









  
  
    
  Must buy worth for money.I didn't accept the iphone 11 price as low as 45k.But I bought finally.... Don't worry guys AMAZONE snd us varied products.

  
"
Vineeth K,"







  
  
    Great product delivered promptly by Amazon
  
",5.0 out of 5 stars,"









  
  
    
  Purchased during the deal in October.. Amazon delivery was prompt and secured.. Transferring data from my 6S Plus was very smooth and phone set up was hassle free.. Photos are really nice and specially the photos taken during night (compared to previous phones).. Overall a great purchase..

  
"
9810342406,"







  
  
    Degraded from oneplus8 to iPhone 11(experience based review)
  
",2.0 out of 5 stars,"









  
  
    
  Recently i purchased oneplus 8 and just after iPhone 11 however felt more comfortable with features and UI of oneplus 8. It feels like degradation for me from bigger and more clear display to small LCD with no refresh rate. Major pain area is battery charging from 15mins of oneplus to hours for iPhone. Feature rich shortcut in oneplus to static options like no shortcut for turning on or off location.

  
"
Anand Sivadas,"







  
  
    One of the best with reasonable price from Apple
  
",4.0 out of 5 stars,"









  
  
    
  Excellent performance and feels the best in hand.Everything you throw at it will run on it with butter smoothness. Although there is slight heating issues while video calling on mobile data and also on gaming with graphics at very high.The main camera and selfy camera is great. Wide angle could be better. But the videos are great from all these cameras.

  
"
Amazon Customer,"







  
  
    Excellent Phone
  
",5.0 out of 5 stars,"









  
  
    
  iPhone 11 comes with an elegant look and with a great performance. Its Face recognition technology works perfectly and battery performance  is amazing. Amazon has delivered this in one day!!! Thanks to Amazon. Loved this phone very much.

  
"
vinayak koranga,"







  
  
    Amazing phone
  
",5.0 out of 5 stars,"









  
  
    
  The battery life is just awesomeDoesn’t have heating issues on overusing.  What I really suggest is to update as soon as you are done with configuring phone.Charger takes way too long to charge but 100% battery can go upto 12hrs of extensive use.

  
"
Jaineesh,"







  
  
    Iphone 11 128 gb review
  
",5.0 out of 5 stars,"









  
  
    
  Iphone 11 is the best phone i have the camera was superb and display was also good u can buy it im saying it because i am iphone user and i have iphone xr x 7 7 plus and 11 but there is one problem sometimes it dont show u the correct name if caller

  
"
RUPESH MANKAR,"







  
  
    RECEIVED  USED I PHONE NO ACCESSORIES
  
",3.0 out of 5 stars,"









  
  
    
  I received used I phone and no accessories Iphone already Installed glass i am see after shocked and trying to start i phone but Iphone not started after i go near shop after I phone start i am shocked so much no accessories it’s ok but why send used I phone.

  
"
Madhulika VR,"







  
  
    Iphone11
  
",4.0 out of 5 stars,"









  
  
    
  After a month use,I can say that it is one of the Best phone in the market.U will little trouble when u move from Android to iOS since it do not give u freedom to download online video.Thiugh by some App u can do soCamera quality is Superb,only issue is SloMo video gets blurred in room light. Use DoDax App to download Youtube video.

  
"
Saurabh Prabhu,"







  
  
    Received my iPhone 11 in 2 days with all that was promised. Go for it guys 😁
  
",5.0 out of 5 stars,"









  
  
    
  Initially, I was very skeptical to order the phone in this great Indian festival especially when the apple store was offering at a higher price but I am so happy relieved and thankful to Amazon. The phone came out great. No problems faced. Thank you Amazon for maintaing the trust we have on you.

  
"
manoj,"







  
  
    Headphone is faulty and stopped working within 1 month usage
  
",3.0 out of 5 stars,"









  
  
    
  Had to request for headphone replacement in Pune location, which again going to take 10 days for replacement.The first one with box should have been tested correctly as saw that it stopped working in just 20 days of use.Mobile as such is not bad, but thats expected considering Apple

  
"
Debabrata Chakraborty,"







  
  
    Thank u amazon for superfast delivery of my first Iphone.
  
",5.0 out of 5 stars,"









  
  
    
  Super fast delivery. Item delivered on very next day as promised. Phone recieved in sealed package and working fine for last two days. Didn't get much time to explore, however build quality and look of the phone is fabulous. Can't tell about the camera quality and other technical details as I have not used the phone much post delivery.

  
"
Sakil,"







  
  
    Better go with 11pro or XR no price value
  
",1.0 out of 5 stars,"









  
  
    
  Better go with iPhone 11 pro or buy X RNothing different in between XR and 11

  
"
Jaspreet Singh,"







  
  
    iPhone 11
  
",5.0 out of 5 stars,"









  
  
    
  I’m very impressed with iPhone 11. It’s battery life is so awesome and camera quality is dope. Let’s talk about Face recognition it has the fastest Face ID recognition I have ever seen and it has the fastest chip A13 Bionic inside so don’t worry about performance. I’m 100% satisfy with the product.

  
"
Amazon Customer,"







  
  
    apple store is better for such expensive phones
  
",1.0 out of 5 stars,"









  
  
    
  charger is heating very much. no support from amazon just after u get delivery. i should have bought such expensive phone from apple store only

  
"
Rakesh,"







  
  
    Quick delivery and cool product
  
",5.0 out of 5 stars,"









  
  
    
  Brilliant design and good responsive phone. I bought this for my father and he is thoroughly enjoying using it. Amazon delivery was quick and product arrived in a perfect condition. Obviously the battery life in Apple phoneS has been just above average and that continues for iPhone 11 too. Otherwise it is a great product especially for senior citizens.

  
"
Soumen B.,"







  
  
    Iphone 11- the beast
  
",5.0 out of 5 stars,"









  
  
    
  Great product quality and IOS user experience. Good battery backup, sound quality and camera. Ear pod sound best in class. Only the charger very slow again : it takes more than 3h to complete charge the battery! considering long battery health  need to adjust.

  
"
Aanya,"







  
  
    Overall good mobile
  
",4.0 out of 5 stars,"









  
  
    
  Bought the iPhone few days. Actually after seeing the white colour I felt had to order different colour though, but it’s fine as long as ur using cover it doesn’t matter. Coming to looks it’s average as described earlier and battery back up is really good. Camera quality is just good no doubt in that. Very crisp, sharp and colours are defined well. Overs best iPhone for a medium budget in iPhones.

  
"
Rajeshwar Rao,"







  
  
    My Iphone 11 not working properly Battery getting drain & Heat
  
",1.0 out of 5 stars,"









  
  
    
  Worst experience premium phone like Apple this kind of experience never expected.Battery getting drain very fast, heating while charging.Restarting automatically while using the phone, several problems within couple of days usage.

  
"
chand damon,"







  
  
    Okay ..
  
",4.0 out of 5 stars,"









  
  
    
  For the price it doesn’t  have much to offer.. if you are already having a Iphone then it won’t feel any different.. but yeah wide angle camera is cool..

  
"
Piyush Mishra,"







  
  
    iPhone@Piyush
  
",5.0 out of 5 stars,"









  
  
    
  Received delivery by Amazon with 18 hours and amazing experience..

  
"
DUTTA,"







  
  
    Good but not excellent
  
",4.0 out of 5 stars,"









  
  
    
  Good phone. Battery charging is slow with provided charger. More over donor support 18 W charger. Screen time for full charge is. It more than 9-9.5 hrs.

  
"
Ataf Perwez,"







  
  
    Thanks Amazon!!!!
  
",5.0 out of 5 stars,"









  
  
    
  Greatttt deal!!! thanks alottt Amazon for the offer and one day delivery, really awesome!!!Camera superbDesign  AwesomeBattery full day battery, charging time is around 2hrsFeel the Performance of the phone to a whole new level A13 is far better than 865 processor.Must go for it!!!

  
"
Hari prakash,"







  
  
    Its good..!
  
",5.0 out of 5 stars,"









  
  
    
  One of the best iphone under affordable price in GREAT INDIAN SALE .Better the iphone comes up with 18W adapter and not 5W.Usaully 5W adapter takes 2 hrs to charge up 0-100%.Only its the major problem in it.

  
"
Ashish Sharma,"







  
  
    Earpods and power adaptor should have always been part of packaging
  
",4.0 out of 5 stars,"









  
  
    
  Everything is fine for me, but seeing diwali sale, i feel like I am cheated. I bought it for 64k but now it is available for 53k only with Power adaptor n earpods. Seems so unfair to me..

  
"
Amazon Customer,"







  
  
    The best of the best!!!!
  
",5.0 out of 5 stars,"









  
  
    
  The phone is just brilliant. It’s lighter than the XR for sure. At least that’s how I felt it. Camera is brilliant, sound is amazing and the battery is strong. Love it. Will hold on to this for a long time now. I am happy to be associating myself with Apple. Their products might be expensive but they are long stay products. Thanks, Apple.

  
"
Amazon Customer,"







  
  
    Great product with great delivery.
  
",5.0 out of 5 stars,"









  
  
    
  100% genuine product. I owe Cloudtail seller cuz I got this phone at 47999 and delivered with next day delivery. Just opt Cloudtail seller while purchasing anything on Amazon.

  
"
Deepak Nair,"







  
  
    Go and buy it never before price
  
",5.0 out of 5 stars,"









  
  
    
  Genuine product, i don’t know why people has left so many negative feedback for this sellerI hve checked the authenticity of phone and its a genuine product

  
"
Ritima,"







  
  
    Amazing camera!!
  
",4.0 out of 5 stars,"









  
  
    
  Got it in 10 days during the pandemic semi-unlock days. Back looks great, front is fairly nice too. Apple makes premium products. Just that the weight and breadth of the phone is a bit old age now, shifting from a slim-trim oneplus5t to this, you'll have to have a tighter grip . Nevertheless, Photos are amazingly beautiful. Great buy.

  
"
Walid A.,"







  
  
    Appario seller , great product
  
",5.0 out of 5 stars,"









  
  
    
  I was so skeptical and anxious with all the fraud and negative reviews. By the time I noticed high number of negative feedback, I had already ordered the phone from Appario seller as they were giving me a 2 day delivery. I got it today. It's orginal.. no flaws.. beautiful packaging. Please don't hesitate . Amazon is trusted . Hope this helps

  
"
Aditi,"







  
  
    Go for it if you really want a good quality phone with the best picture quality.
  
",5.0 out of 5 stars,"









  
  
    
  This is the best phone one can ever have !

  
"
Priyankaa GANTA,"







  
  
    Genuine product
  
",5.0 out of 5 stars,"









  
  
    
  After reading so many reviews on Amazon that Apple phone should not be purchased through Amazon, I bought this mobile but trust me. I got genuine product. Battery health was 100%I checked everything. All is well.  Thank you Amazon

  
"
Janardhan r.,"







  
  
    Audio calls are noisy & battery getting drained fast.
  
",3.0 out of 5 stars,"









  
  
    
  The battery appears to be draining very fast. There is noise disturbance on incoming cellular audio calls making the conversation ununderstable. I am yet to use Camera hence not able to make any comment on the performance of cameras.Which store I have to visit for getting the iPhone rectified.

  
"
Dinesh Pandey,"







  
  
    Charger and battery is not quite satisfying.
  
",2.0 out of 5 stars,"









  
  
    
  It takes 4hours to charge and 5-6hours running time. Present time nobody can wait 4hours just to charge a phone on airplane mode otherwise bot phone and charger can overheat. Not so satisfying charger and battery. So many brands are far ahead in the same price. Color is light lemony instead of yellow.

  
"
SATKAR,"







  
  
    Terrific
  
",5.0 out of 5 stars,"









  
  
    
  Superb phone, camera quality is too good, just little but heating issue but same issue faced with Samsung phone too. Phone display can be more better like amoled display, but no matter ios is super with good battery back up. Over all i am happy

  
"
Rahul,"







  
  
    very sturdy, fits like a glove!
  
",4.0 out of 5 stars,"









  
  
    
  Very happy with the sturdyness of the product. yes it adds bulk but knew it. Safety of the phone was most important for someone like me who tends to rough handle phones, so happy with it.

  
"
Prashant Singh,"







  
  
    It is the best. Ignore fake reviews
  
",5.0 out of 5 stars,"









  
  
    
  I love this phone. It is best phone in this range. This is my 3rd iphone after 5s and 6. I feel so good. Camera quality is awesome. Battery is also good. You need to charge once in a day. Don’t go with negative reviews. I have made one unboxing video as well. You can watch the video on my YouTube channel Kunwar The Fitness King. Go for it.

  
"
Vasim,"







  
  
    Very happy and Satisfied
  
",5.0 out of 5 stars,"









  
  
    
  Today i got my iphone 11-64gb.firstly i m very thankful to Amazon bcz i m getting my product within 2 days.the product is genuine so i m very happy..This sale is really very helpful bcz i m getting my product at very low price..So my request to all don’t be hesitate and afraid to buy iphone on Amazon..

  
"
Priya,"







  
  
    Loved it
  
",5.0 out of 5 stars,"









  
  
    
  Very gud camera quality and battery life is very gud.  White color is very  Attractive  Persnly i love it

  
"
Krishnendu Mohapatra,"







  
  
    Best Camera in a smartphone
  
",5.0 out of 5 stars,"









  
  
    
  The above photo has been taken in compete dark without flash with no visibility.  Exceptional camera keeping in mind the small sensor, battery is surpassingly good and I’m using it in dual sim mode. As always apple products are top notch

  
"
Ruturaj Jadhav,"







  
  
    Value for money Phone.
  
",5.0 out of 5 stars,"









  
  
    
  The Camera quality is upto the mark. The display is decent too , battery life is good & 6hrs of screen on time is easily achievable. The stereo speakers are stunning with loud and crisp sound even the bass sounds fuller and deep. The build quality of phone is solid and elegant. This is the value for money phone to buy now.

  
"
Ashish Singh,"







  
  
    Powerful
  
",5.0 out of 5 stars,"









  
  
    
  Switched from iPhone 7.. Trust me with this price range this is best offering from Apple.Camera: 5/5Processor: 5/5Battery: 4/5Screen:4/5Best thing about iPhone is that you keep getting updates even after 3-4  years, which is still a worry for some flagship Android phone.

  
"
Monisha Selastin,"







  
  
    Don’t deceive by the negative comments
  
",5.0 out of 5 stars,"









  
  
    
  After seeing the deal without any second thoughts I ordered iPhone 11. But after reading all those negative comments I was shattered!Literally I was praying and tensed that I should receive a good phone, lol at least a phone!Yes I totally received a brand new phone. Just using it for a day so far no heating, audio and camera issues.

  
"
Ketan,"







  
  
    Good for the price that I got it
  
",4.0 out of 5 stars,"









  
  
    
  Phone is good. Especially for the price that it was available for prime members on 1st day. I got it for Rs. 46250.Camera is good, phone is heavy.Charging is slow... 5 W charger in the box😂

  
"
MD,"







  
  
    Trustworthy service by amazon 👌🏻❤️
  
",5.0 out of 5 stars,"









  
  
    
  I was worried after watching some reviews for amazone service like deffective piece , clone mobiles and etc. But after getting my iphone my opinion is changed for same.it was such a superb service by amazone and great opportunity to buy this iphone in budget. Thank you amzone for ur wonderful service. Feeling so lucky .. Thank you so much. Trust worthy service 🙂

  
"
Shikhar S.,"







  
  
    Value for money
  
",5.0 out of 5 stars,"









  
  
    
  Purchased in December.Decent phone with good battery backup as per apple standard.Camera is big upgrade from previous generation.iOS 13 can cause some hiccups but certainly a buy for apple lovers.For Apple haters : camera is quite good compared to pixel 2 and one plus previous generation.

  
"
MANJEET SINGH,"







  
  
    IPHONE 11 128GB (WHITE)
  
",4.0 out of 5 stars,"









  
  
    
  Phone is awesome.Has a very powerful full CPU.Display just simply rocks.Always apple had an battery issue.Pubg works damn smooth.Camera rocks.Sound quality is not that good.Size is just 6.1.Quite handy.Is costly than compared to other mobile brands where in this price range they can give u the better one.

  
"
Harver,"







  
  
    nice product
  
",5.0 out of 5 stars,"









  
  
    
  ordered the product in sale. product is original no clone no heating issues every thing was fine is the box including charger , cable , earphones documents. i was bit nervous after reading so much of bad reviews about the  seller but hopefully everything was fine. packaging was also very properly done. good service by amazon and seller (appario retail ltd).

  
"
Amazon Customer,"







  
  
    Good
  
",5.0 out of 5 stars,"









  
  
    
  Actually read many bad reviews about the seller and product and researched many sites and purchased the product with half-heart.But the product is good as purchased in apple Store.No issues, actually we need to update the OS once received . once updates there is no issue as mentioned in the bad reviews . you can absolutely go on this product

  
"
Dinesh,"







  
  
    Best one but wait for 12
  
",5.0 out of 5 stars,"









  
  
    
  All rounder with a very good camera and battery life you won’t get disappointed with display though it’s an LCD with less resolution it won’t look like that . You will feel a very gud flagship experience..😇But better wait for 12 as there’s a chances of 11price will come down after 12 launch.

  
"
Mehuljaiswalit+4,"







  
  
    Product is not kk
  
",1.0 out of 5 stars,"









  
  
    
  Product is not a orignal paking

  
"
